structure,qh-G(T)_SPC
00-lpdoh2,-1093.057442
01-rxt,-1768.590289
03-c1,-1768.57466
05-c2,-1768.632257
09-c3,-1592.716643
11-c4,-1592.686383
13-t1,-1768.590669
15-t2,-1768.597734
19-t3,-1592.692748
21-t4,-1592.700725
100-l2pd2oh4,-2186.114884
6omenaphboh2,-675.537712
h2o,-76.368394
boh3,-252.272407
6omenaph-c,-499.674855
6omenaph-t,-499.674855
